id,position,country,country_abbr,city,name,capacity,lat,lon,country,date,time
1,away,United Kingdom,UK,London,Wembley Stadium,90000,51.5560247,-0.2818064,IT,Tuesday,22:00
1,home,United Kingdom,UK,London,Wembley Stadium,90000,51.5560247,-0.2818064,ES,Tuesday,22:00
2,away,United Kingdom,UK,London,Wembley Stadium,90000,51.5560247,-0.2818064,EN,Wednesday,22:00
2,home,United Kingdom,UK,London,Wembley Stadium,90000,51.5560247,-0.2818064,DK,Wednesday,22:00
